field_1,Lat.y.y,Long.y.y,Community1,Region,District,Community,Village_HH,Village_ODFHist,Village_GC,rvalue_1
2338,-2.50793,9.28867,NA,Northern,Sawla/Tuna/Kalba,Nakpala,12,1,NR,2
2339,-2.567457,9.282725,NA,Northern,Sawla/Tuna/Kalba,Nanuri,15,0,NR,1
2340,-2.313889,9.23417,NA,Northern,Sawla/Tuna/Kalba,Nasoyiri,47,1,NR,2
2341,-2.541584,9.620489,NA,Northern,Sawla/Tuna/Kalba,Negber,50,0,NR,1
2342,-2.428191,9.606089,NA,Northern,Sawla/Tuna/Kalba,Neon,18,1,NR,1
2343,-2.51179,9.447662,NA,Northern,Sawla/Tuna/Kalba,Nofiteng,26,0,NR,1
2344,-2.753689,9.572408,NA,Northern,Sawla/Tuna/Kalba,Norchiteyiri No.1,15,1,NR,1
2345,-2.751165,9.562171,NA,Northern,Sawla/Tuna/Kalba,Norchiteyiri No.2,7,1,NR,1
2346,-2.470153,9.418415,NA,Northern,Sawla/Tuna/Kalba,Nuoboli No.1,17,1,NR,1
2347,-2.457322,9.40587,NA,Northern,Sawla/Tuna/Kalba,Nuoboli No.2,7,1,NR,2
2348,-2.37555,9.248055,NA,Northern,Sawla/Tuna/Kalba,Nyange No.2,60,1,NR,2
2349,-2.423478,9.488665,NA,Northern,Sawla/Tuna/Kalba,Nyuroyiri,23,0,NR,2
2350,-2.45608,9.30555,NA,Northern,Sawla/Tuna/Kalba,Ongoli,15,0,NR,1
2351,-2.428367,9.731435,NA,Northern,Sawla/Tuna/Kalba,Orumeh,20,1,NR,1
2352,-2.303193,9.234164,NA,Northern,Sawla/Tuna/Kalba,Oteyiri,9,1,NR,2
2353,-2.50485,9.501933,NA,Northern,Sawla/Tuna/Kalba,Pinvoro,20,1,NR,1
2354,-2.448133,9.610117,NA,Northern,Sawla/Tuna/Kalba,Polyiri,16,0,NR,2
2355,-2.561387,9.587524,NA,Northern,Sawla/Tuna/Kalba,Pooradouri,19,1,NR,1
2356,-2.670304,9.622109,NA,Northern,Sawla/Tuna/Kalba,Poorkoon Dakpoloduori,15,0,NR,2
2357,-2.66072,9.617418,NA,Northern,Sawla/Tuna/Kalba,Poorkoon Telmeh,7,0,NR,1
2358,-2.667823,9.618115,NA,Northern,Sawla/Tuna/Kalba,Porokong,5,0,NR,2
2359,-2.305915,9.702007,NA,Northern,Sawla/Tuna/Kalba,Porou,35,0,NR,1
2360,-2.311275,9.693764,NA,Northern,Sawla/Tuna/Kalba,Porou Zongo,22,0,NR,1
2361,-2.51573,9.635475,NA,Northern,Sawla/Tuna/Kalba,Prume,9,1,NR,1
2362,-2.62166,9.565445,NA,Northern,Sawla/Tuna/Kalba,Saakonoma,9,1,NR,1
2363,-2.672632,9.483012,NA,Northern,Sawla/Tuna/Kalba,Saaru Dojina,23,0,NR,2
2364,-2.587397,9.330688,NA,Northern,Sawla/Tuna/Kalba,Sanuoyiri,18,1,NR,1
2365,-2.668372,9.489409,NA,Northern,Sawla/Tuna/Kalba,Saru Torkpaa,32,1,NR,2
2366,-2.411445,9.253923,NA,Northern,Sawla/Tuna/Kalba,Sasanyiri,28,1,NR,1
2367,-2.564833,9.425272,NA,Northern,Sawla/Tuna/Kalba,Seiyiri,8,1,NR,1
2368,-2.374675,9.729672,NA,Northern,Sawla/Tuna/Kalba,Sey-Guryiri,46,1,NR,1
2369,-2.570784,9.476462,NA,Northern,Sawla/Tuna/Kalba,Sidaryiri,31,0,NR,1
2370,-2.413994,9.557203,NA,Northern,Sawla/Tuna/Kalba,Siepare,8,0,NR,2
2371,-2.670628,9.321927,NA,Northern,Sawla/Tuna/Kalba,Siikura,21,1,NR,1
2372,-2.406104,9.532454,NA,Northern,Sawla/Tuna/Kalba,Sitiepour,44,0,NR,2
2373,-2.402799,9.232879,NA,Northern,Sawla/Tuna/Kalba,Sogoyiri,27,1,NR,1
2374,-2.432898,9.365092,NA,Northern,Sawla/Tuna/Kalba,Sonkayiri,8,1,NR,1
2375,-2.725195,9.590882,NA,Northern,Sawla/Tuna/Kalba,Suma No.1,15,1,NR,1
2376,-2.721446,9.598993,NA,Northern,Sawla/Tuna/Kalba,Suma No.2,6,1,NR,1
2377,-2.517913,9.342432,NA,Northern,Sawla/Tuna/Kalba,Taari No.1,23,1,NR,1
2378,-2.514285,9.335132,NA,Northern,Sawla/Tuna/Kalba,Taari No.2,22,1,NR,1
2379,-2.433178,9.63766,NA,Northern,Sawla/Tuna/Kalba,Tabiere No.1,14,0,NR,1
2380,-2.424571,9.633785,NA,Northern,Sawla/Tuna/Kalba,Tabiere No.2,9,0,NR,1
2381,-2.506407,9.643888,NA,Northern,Sawla/Tuna/Kalba,Taforo,9,1,NR,1
2382,-2.702022,9.524443,NA,Northern,Sawla/Tuna/Kalba,Tagalteen,7,1,NR,1
2383,-2.44611,9.406111,NA,Northern,Sawla/Tuna/Kalba,Tali,17,1,NR,2
2384,-2.384531,9.642619,NA,Northern,Sawla/Tuna/Kalba,Tampoe,11,0,NR,1
2385,-2.381724,9.64297,NA,Northern,Sawla/Tuna/Kalba,Tampoe Bangalo,8,0,NR,1
2386,-2.386767,9.63762,NA,Northern,Sawla/Tuna/Kalba,Tampoe Borkagon,11,0,NR,1
2387,-2.556017,9.395178,NA,Northern,Sawla/Tuna/Kalba,Tanyu,8,1,NR,1
2388,-2.489117,9.445718,NA,Northern,Sawla/Tuna/Kalba,Tengsoyiri No.1,32,1,NR,1
2389,-2.493553,9.433815,NA,Northern,Sawla/Tuna/Kalba,Tengsoyiri No.2,9,1,NR,1
2390,-2.605312,9.397676,NA,Northern,Sawla/Tuna/Kalba,Tepiiyiri,6,0,NR,2
2391,-2.545467,9.477688,NA,Northern,Sawla/Tuna/Kalba,Tileyiri,18,0,NR,1
2392,-2.611578,9.251437,NA,Northern,Sawla/Tuna/Kalba,Tuma Kura,30,0,NR,1
2393,-2.411648,9.498512,NA,Northern,Sawla/Tuna/Kalba,Tuna (Vorlinvor),7,0,NR,2
2394,-2.415833,9.511389,NA,Northern,Sawla/Tuna/Kalba,Tuna-Daffiel,16,0,NR,2
2395,-2.615208,9.283155,NA,Northern,Sawla/Tuna/Kalba,Tuombo,53,0,NR,1
2396,-2.505495,9.358016,NA,Northern,Sawla/Tuna/Kalba,Tuoyiri,21,1,NR,1
2397,-2.6231,9.563526,NA,Northern,Sawla/Tuna/Kalba,Uro,20,1,NR,1
2398,-2.605632,9.590758,NA,Northern,Sawla/Tuna/Kalba,Uromecar,12,1,NR,1
2399,-2.551663,9.402837,NA,Northern,Sawla/Tuna/Kalba,Urumeh,8,1,NR,1
2400,-2.549444,9.579635,NA,Northern,Sawla/Tuna/Kalba,Vondiel,30,1,NR,1
2401,-2.585877,9.641325,NA,Northern,Sawla/Tuna/Kalba,Vongbe,18,0,NR,1
2402,-2.732494,9.551577,NA,Northern,Sawla/Tuna/Kalba,Vuuvuu,15,1,NR,1
2403,-2.626783,9.520234,NA,Northern,Sawla/Tuna/Kalba,Waldi No.1,12,0,NR,2
2404,-2.619376,9.522463,NA,Northern,Sawla/Tuna/Kalba,Waldi No.2,20,0,NR,2
2405,-2.362066667,9.75101,Ga,Northern,Sawla/Tuna/Kalba,Wekaba,22,1,U,1
2406,-2.544592,9.274412,NA,Northern,Sawla/Tuna/Kalba,Womayiri,19,0,NR,1
2407,-2.729896,9.629325,NA,Northern,Sawla/Tuna/Kalba,Wulaa,12,0,NR,1
2408,-2.731495,9.633327,NA,Northern,Sawla/Tuna/Kalba,Wulaa Teemeh,13,0,NR,1
2409,-2.633357,9.497364,NA,Northern,Sawla/Tuna/Kalba,Yarikoi,61,0,NR,1
2410,-2.616505,9.49693,NA,Northern,Sawla/Tuna/Kalba,Yarikoi Mekaa,24,1,NR,1
2411,-2.634817,9.502662,NA,Northern,Sawla/Tuna/Kalba,Yarikoi Sonibo,10,0,NR,1
2412,-2.627222,9.211778,NA,Northern,Sawla/Tuna/Kalba,Yaritonkura,5,1,NR,1
2413,-2.630757,9.504827,NA,Northern,Sawla/Tuna/Kalba,Yarkoi Bachiel,16,0,NR,1
2414,-2.630455,9.571793,NA,Northern,Sawla/Tuna/Kalba,Yieju,10,0,NR,1
2415,-2.419718,9.494503,NA,Northern,Sawla/Tuna/Kalba,Zongo 1,5,0,NR,2
2416,-2.418348,9.498493,NA,Northern,Sawla/Tuna/Kalba,Zongo 2,21,0,NR,2
2417,-0.75862,9.45174,Tamale Metro,Northern,Tamale North Sub Metro,Bilpela,648,0,U,2
2418,-0.719738629,9.299643,NA,Northern,Tamale North Sub Metro,Dalinbila,11.5,1,R,1
2419,-0.8759,9.3804,Tamale Metro,Northern,Tamale North Sub Metro,Dungu (Bukpegu,1587,0,U,3
2420,-0.8808,9.4008,Tamale Metro,Northern,Tamale North Sub Metro,Gbambaya,1041,0,U,3
2421,-0.8468,9.4215,Tamale Metro,Northern,Tamale North Sub Metro,Gumbihini,1782,0,U,3
2422,-0.816,9.40416,Tamale Metro,Northern,Tamale North Sub Metro,Kobolmahagu,718,0,U,3
2423,-0.7237042,9.416011,NA,Northern,Tamale North Sub Metro,Kpintaliga,8,0,R,1
2424,-0.8548,9.3971,Tamale Metro,Northern,Tamale North Sub Metro,Lamakara,1019,0,U,3
2425,-0.842958333,9.386488,Tamale Metro,Northern,Tamale North Sub Metro,Nalung,749,0,U,3
2426,-0.906421667,9.365983,NA,Northern,Tamale North Sub Metro,Tangyili,17,1,R,3
2427,-0.906421667,9.365983,NA,Northern,Tamale North Sub Metro,Tienbang,14,0,R,3
2428,0.4657,9.2442,Kandin/Sheini,Northern,Tatale,Bulkpali,75,1,U,1
2429,0.509891121,9.423149,,Northern,Tatale,Dondoni,74,1,U,1
2430,0.4507,9.2001,Kandin/Sheini,Northern,Tatale,Kandin,196,1,U,2
2431,0.4304,9.4069,Tatale,Northern,Tatale,Kpaributabu,117,1,U,2
2432,0.481260985,9.155728,Kandin/Sheini,Northern,Tatale,Kuwabon,31,0,U,1
2433,0.554424838,9.377009,,Northern,Tatale,Nachamba No.1,56,1,U,2
2434,0.445785735,9.476565,,Northern,Tatale,Nanbong ,60,1,U,1
2435,0.3695,9.3894,Tatindo,Northern,Tatale,Nauhuyili ,333,0,U,2
2436,0.398614725,9.351793,,Northern,Tatale,Nbolado,98,1,U,3
2437,0.3978,9.0587,Kandin/Sheini,Northern,Tatale,Sangbaa,314,1,U,1
2438,0.4783,9.4586,Tatindo,Northern,Tatale,Sanguli,157,1,U,1
2569,0.4766,9.1333,Kandin/Sheini,Northern,Tatale,Sheini,124,1,U,1
2570,0.437615541,8.994417,Nakpali/Kworoli,Northern,Tatale,Unabugindo,92,1,U,1
2571,0.4576,9.4064,Tatale,Northern,Tatale,Yachado,180,1,U,1
2572,-1.151680096,9.467775,NA,Northern,Tolon,Apeleyili,14,1,R,2
2573,-0.973734,9.407103,,Northern,Tolon,Blemado,300,0,U,3
2574,-1.155864209,9.367444,NA,Northern,Tolon,Buyili,17,1,R,1
2575,-1.139067267,9.485648,NA,Northern,Tolon,Chirifo-Kura,8,1,R,2
2576,-1.059774298,9.488828,NA,Northern,Tolon,Dabogshie,16,0,R,1
2577,-1.017887854,9.373508,NA,Northern,Tolon,Dasayili,5,0,R,1
2578,-1.080289368,9.516155,,Northern,Tolon,Diggu Yepelgu,16,0,U,1
2580,-1.2135,9.3516,NA,Northern,Tolon,Gbanjogla,22.5,1,R,1
2581,-1.304789525,9.60764,NA,Northern,Tolon,Gbanjong,38,1,R,1
2582,-1.00781279,9.418083,NA,Northern,Tolon,Gurumanchagyili,12.5,1,R,2
2583,-1.178957079,9.568993,NA,Northern,Tolon,Kamonnayili,18.5,0,R,2
2585,-1.13172689,9.456562,NA,Northern,Tolon,Koblimahagu,17,1,R,2
2586,-0.9905921,9.41813,Gbullung,Northern,Tolon,Kpachi,56,0,U,2
2587,-1.129716529,9.525128,NA,Northern,Tolon,Kunguri,37,1,R,2
2589,-1.135361757,9.417805,NA,Northern,Tolon,Nagbiligu,92.5,0,R,1
2590,-1.081233333,9.436425,NA,Northern,Tolon,Nlaa-Laayili,15,1,R,2
2591,-1.135963007,9.523691,NA,Northern,Tolon,Nyujagyili,32.5,0,R,2
2592,-1.080289368,9.516155,Voggu,Northern,Tolon,Song,20,0,U,1
2593,-1.189486667,9.517702,NA,Northern,Tolon,Tamalegu(Kasuli),15,1,R,1
2594,-1.082945,9.384633,NA,Northern,Tolon,Tolon-Nafarung/Nafarun,10,1,R,1
2595,-1.165002442,9.488413,NA,Northern,Tolon,Toroyili,5.5,1,R,1
2597,-1.087163267,9.556131,Voggu,Northern,Tolon,Voggu Gundaa,43,0,U,1
2598,-1.117917186,9.452791,NA,Northern,Tolon,Wawato,24.5,1,R,2
2600,-1.069384365,9.508318,Voggu,Northern,Tolon,Yugyili,30,0,U,1
2601,-1.082795223,9.502476,NA,Northern,Tolon,Zagua,28.5,1,R,1
2602,-1.178287251,9.625589,NA,Northern,Tolon,Zali-Botingli,7.5,1,R,1
2603,-1.108415814,9.521345,NA,Northern,Tolon,Zoonaayili,5,0,R,1
2604,-1.58932973,9.187556,NA,Northern,West Gonja,Asobor,11.5,1,R,1
2605,-1.817711102,9.064864,NA,Northern,West Gonja,Bimoabol,11.5,0,R,3
2606,-1.817711102,9.064864,NA,Northern,West Gonja,Biyundo,7,0,R,3
2607,-1.817711102,9.064864,NA,Northern,West Gonja,Chimboni 1,9.5,0,R,3
2608,-1.817711102,9.064864,NA,Northern,West Gonja,Chimboni 2,7,0,R,3
2609,-1.738238333,9.055595,NA,Northern,West Gonja,Congo,8.5,1,R,1
2610,-1.832248246,9.116099,NA,Northern,West Gonja,Dakpala Kura,14.5,1,R,2
2611,-1.26689,9.28769,NA,Northern,West Gonja,Darisalam,26,1,R,1
2612,-1.817711102,9.064864,NA,Northern,West Gonja,Delekpe Number 2,9.5,0,R,3
2613,-1.817711102,9.064864,NA,Northern,West Gonja,Dinayobila,7,1,R,3
2614,-1.817711102,9.064864,NA,Northern,West Gonja,Dombeni 1,9,1,R,3
2615,-1.817711102,9.064864,NA,Northern,West Gonja,Falakugmado 2,8,1,R,3
2616,-1.817711102,9.064864,NA,Northern,West Gonja,Frafra Line # 4,10.5,1,R,3
2617,-1.817711102,9.064864,NA,Northern,West Gonja,Gaboni,23,0,R,3
2618,-1.817711102,9.064864,NA,Northern,West Gonja,Gbampaa 2,14.5,1,R,3
2621,-1.817711102,9.064864,NA,Northern,West Gonja,Kapalnayili,14,1,R,3
2622,-1.817711102,9.064864,NA,Northern,West Gonja,Konali/Konari,19,1,R,3
2623,-1.817711102,9.064864,NA,Northern,West Gonja,Kpaboku,17.5,0,R,3
2624,-1.817711102,9.064864,NA,Northern,West Gonja,Loroto,7.5,0,R,3
2625,-1.817711102,9.064864,NA,Northern,West Gonja,Nayim-Kura,6.5,1,R,3
2626,-1.817711102,9.064864,NA,Northern,West Gonja,Omati,8.5,1,R,3
2627,-1.81071,9.076882,NA,Northern,West Gonja,Sabo-Zongo,13.5,0,R,3
2628,-1.817711102,9.064864,NA,Northern,West Gonja,Saboba b,14.5,1,R,3
2629,-1.817711102,9.064864,NA,Northern,West Gonja,Ulanjado b,5,1,R,3
2630,-1.814258333,9.08232,NA,Northern,West Gonja,Yaabogu,5.5,1,R,3
2631,-1.814258333,9.08232,NA,Northern,West Gonja,Yawgu,27.5,1,R,3
2632,-1.814258333,9.08232,NA,Northern,West Gonja,Yazori-Ng,6,0,R,3
2633,-1.814258333,9.08232,NA,Northern,West Gonja,Yoggu,20.5,1,R,3
2634,-1.814258333,9.08232,NA,Northern,West Gonja,Zaazi,22.5,1,R,3
2635,-1.814258333,9.08232,NA,Northern,West Gonja,Zamashigu,12,0,R,3
2636,-1.47458,9.168895,NA,Northern,West Gonja,Zanje-Kura,14,1,R,2
2637,-0.641835,10.362607,NA,Northern,West Mamprusi,Akolbillafong,8,1,NR,2
2640,-1.0667,10.3333,NA,Northern,West Mamprusi,Bimbini,19,1,NR,1
2641,-0.669487,10.325307,NA,Northern,West Mamprusi,Binduri,19,1,NR,1
2643,-0.712661,10.235394,NA,Northern,West Mamprusi,Boakudow,10,0,NR,2
2644,-0.656332,10.280143,NA,Northern,West Mamprusi,Boamasa,33,0,NR,2
2645,-0.59479,10.34897,NA,Northern,West Mamprusi,Boayini,94,1,NR,1
2646,-0.818319,10.399844,NA,Northern,West Mamprusi,Booduri,6,1,NR,3
2647,-0.75,10.2667,NA,Northern,West Mamprusi,Bugya-Kura,36,0,NR,1
2648,-0.747307,10.286967,NA,Northern,West Mamprusi,Bugya-Pala,39,0,NR,3
2650,-1.01563,10.355688,NA,Northern,West Mamprusi,Cheera,16,1,NR,1
2651,-0.89667,10.06639,NA,Northern,West Mamprusi,Daboya No.2,6,1,NR,2
2655,-0.754962689,10.362401,Tinguri,Northern,West Mamprusi,Gaagbini,31,1,U,3
2656,-0.797207,10.6071,NA,Northern,West Mamprusi,Gbeo No.1,10,0,NR,1
2660,-0.704326667,10.402948,Binde/Najoung,Northern,West Mamprusi,Guangbiang,127,0,U,2
2663,-0.831506,10.559897,NA,Northern,West Mamprusi,Karimenga,13,0,NR,3
2666,-0.745233333,10.533437,Gbimsi/Wulugu,Northern,West Mamprusi,Kparipiri,39,1,U,1
2668,-0.7552,10.57624,Gbimsi/Wulugu,Northern,West Mamprusi,Kpatusi,13,1,U,1
2671,-0.774343333,10.533748,Gbimsi/Wulugu,Northern,West Mamprusi,Kulunga,10,1,U,3
2673,-0.723647,10.432805,NA,Northern,West Mamprusi,Manga Yapala,11,0,NR,2
2674,-0.615016,10.38979,NA,Northern,West Mamprusi,Mimima,45,0,NR,2
2677,-0.662754,10.320122,NA,Northern,West Mamprusi,Nabulugu,67,0,NR,1
2678,-0.89222,10.1475,NA,Northern,West Mamprusi,Nakpaya,24,1,NR,1
2681,-0.64694,10.368061,NA,Northern,West Mamprusi,Sagadugu No.1,61,1,NR,2
2682,-0.652103,10.361115,NA,Northern,West Mamprusi,Sagadugu No.2,91,0,NR,2
2687,-0.897114,10.030627,NA,Northern,West Mamprusi,Takuka,11,1,NR,1
2689,-0.765528,10.311776,NA,Northern,West Mamprusi,Tianoba,6,1,NR,3
2692,-0.752627,10.426032,NA,Northern,West Mamprusi,Tinkpanga,11,0,NR,1
2693,-0.90722,10.05389,NA,Northern,West Mamprusi,Tiya,38,1,NR,1
2697,-0.719963,10.2295,NA,Northern,West Mamprusi,Zagsilari,11,0,NR,2
2698,-0.862415,10.38123,NA,Northern,West Mamprusi,Zangu-Vuga,127,0,NR,1
2699,-0.874049,10.373951,NA,Northern,West Mamprusi,Zangu-Yakura,27,0,NR,1
2700,-0.828054,10.395239,NA,Northern,West Mamprusi,Zangum,95,0,NR,3
2701,-0.664076,10.397346,NA,Northern,West Mamprusi,Zanguwa,37,0,NR,1
2702,-1.011369,10.307,NA,Northern,West Mamprusi,Zua,24,0,NR,1
2703,0.041425137,9.609376,Malzeri,Northern,Yendi Municipal,Achiriyili,19,1,U,1
2704,-0.01827,9.30487,Gbungbaliga,Northern,Yendi Municipal,Adibo ,364,0,U,1
2705,-0.061165368,9.525859,Malzeri,Northern,Yendi Municipal,Andondo,20,1,U,3
2706,0.173854479,9.337391,Gbungbalig,Northern,Yendi Municipal,Babiya,14,1,U,1
2707,-0.014794558,9.733339,Malzeri,Northern,Yendi Municipal,Balle,58,0,U,1
2711,-0.072345835,9.508274,Malzeri,Northern,Yendi Municipal,Befaldo,6,1,U,3
2712,0.07085,9.35789,Yendi,Northern,Yendi Municipal,Bishemdo,8,0,U,1
2713,0.150227039,9.337366,Yendi,Northern,Yendi Municipal,Bogni,51,1,U,1
2714,-0.09709,9.70594,Malzeri,Northern,Yendi Municipal,Bunbongnayili,418,1,U,3
2715,-0.132826898,9.674166,Malzeri,Northern,Yendi Municipal,Bunduli,50,0,U,1
2716,-0.066877014,9.366452,Yendi,Northern,Yendi Municipal,Bungbali,38,0,U,3
2717,-0.066749638,9.461622,,Northern,Yendi Municipal,Chakohaya,8,1,U,3
2718,-0.062927632,9.477484,Malzeri,Northern,Yendi Municipal,Chakohiya 1,10,1,U,3
2719,-0.063583424,9.47718,Yendi,Northern,Yendi Municipal,Chakohiya 2,21,0,U,3
2722,0.157177844,9.317292,Gbungbalig,Northern,Yendi Municipal,Chokpeldo,6,1,U,1
2723,0.005547198,9.341978,Gbungbalig,Northern,Yendi Municipal,Choo,70,0,U,3
2725,0.217983588,9.323266,Yendi,Northern,Yendi Municipal,Dagbanjado,110,0,U,2
2726,0.185865015,9.234111,Gbungbalig,Northern,Yendi Municipal,Danyo,19,0,U,1
2727,-0.04906,9.50651,Yendi,Northern,Yendi Municipal,Galbang,8,1,U,3
2728,-0.041252316,9.474712,Malzeri,Northern,Yendi Municipal,Galgu,5,1,U,3
2729,-0.025223226,9.444453,Yendi,Northern,Yendi Municipal,Gamaze,253,0,U,3
2732,-0.028793935,9.550237,Malzeri,Northern,Yendi Municipal,Gbrimani,10,0,U,3
2734,-0.0361,9.37,Gbungbaliga,Northern,Yendi Municipal,Gbungbalga,364,0,U,3
2736,0.035498311,9.400295,Yendi,Northern,Yendi Municipal,Gukpegu,40,0,U,3
2737,0.001542551,9.473916,Yendi,Northern,Yendi Municipal,Gundogu,110,0,U,3
2739,-0.054269568,9.449917,Yendi,Northern,Yendi Municipal,Jadoyili,8,1,U,3
2740,-0.095582884,9.479424,Yendi,Northern,Yendi Municipal,Jagando,88,0,U,3
2741,0.118473101,9.427096,Yendi,Northern,Yendi Municipal,Jakponkpondo,42,1,U,1
2742,0.167258203,9.287383,Gbungbalig,Northern,Yendi Municipal,Jambungni,39,0,U,1
2743,-0.062748833,9.450528,,Northern,Yendi Municipal,Jedoyili,8,1,U,3
2747,0.192051959,9.369465,Yendi,Northern,Yendi Municipal,Kalpando,52,0,U,2
2748,0.14743452,9.263766,Gbungbalig,Northern,Yendi Municipal,Kanjo-Kura,28,0,U,1
2749,-0.052529201,9.708163,Malzeri,Northern,Yendi Municipal,Katinguli,72,0,U,1
2750,0.172987632,9.323753,Yendi,Northern,Yendi Municipal,Kolgmado,30,0,U,1
2753,0.2198,9.32407,Yendi,Northern,Yendi Municipal,Kpako,34,0,U,2
2755,0.06744489,9.548689,Malzeri,Northern,Yendi Municipal,Kpamang,18,1,U,1
2756,0.127473416,9.364661,Yendi,Northern,Yendi Municipal,Kpasani,78,1,U,1
2757,-0.029274208,9.5229,Malzeri,Northern,Yendi Municipal,Kpatia,35,0,U,3
2758,-0.045217903,9.484747,Malzeri,Northern,Yendi Municipal,Kpatogu,9,1,U,3
2759,-0.068292453,9.349413,Yendi,Northern,Yendi Municipal,Kuboni,51,0,U,1
2760,0.129495324,9.267257,Gbungbalig,Northern,Yendi Municipal,Kukumbiya,8,0,U,1
2761,0.118312631,9.230514,Gbungbalig,Northern,Yendi Municipal,Kukuni,15,0,U,1
2762,0.01968206,9.534475,Malzeri,Northern,Yendi Municipal,Kulkpanga,60,0,U,1
2764,0.167003188,9.246201,Gbungbalig,Northern,Yendi Municipal,Kuni,100,0,U,1
2766,0.100211197,9.484343,Yendi,Northern,Yendi Municipal,Kunkon No.1,18,0,U,3
2767,0.141174364,9.24774,Gbungbalig,Northern,Yendi Municipal,Kushebihi,25,0,U,1
2768,-0.069539558,9.723203,Malzeri,Northern,Yendi Municipal,Labanya,7,0,U,1
2769,-0.106288297,9.652863,Malzeri,Northern,Yendi Municipal,Latam,40,0,U,1
2771,0.145898253,9.317201,Gbungbalig,Northern,Yendi Municipal,m-Monchun,6,0,U,1
2773,-0.028501573,9.503323,Malzeri,Northern,Yendi Municipal,Malzeri,90,0,U,3
2774,0.135295676,9.329667,Yendi,Northern,Yendi Municipal,Mankango,20,0,U,1
2775,0.194759518,9.229507,Gbungbalig,Northern,Yendi Municipal,Mokpogo,12,0,U,1
2776,-0.111720464,9.65399,Malzeri,Northern,Yendi Municipal,Nabila,42,0,U,1
2778,-0.02822591,9.639102,Malzeri,Northern,Yendi Municipal,Nabugu,65,0,U,1
2782,0.161855564,9.20509,Gbungbalig,Northern,Yendi Municipal,Nakojado,53,0,U,1
2783,-0.01774,9.28179,Gbungbaliga,Northern,Yendi Municipal,Nakpachei,358,0,U,3
2784,-0.036228957,9.524828,Malzeri,Northern,Yendi Municipal,Nalogu,44,0,U,3
2785,-0.065379776,9.443128,Yendi,Northern,Yendi Municipal,Namildo,11,0,U,3
2787,0.186744326,9.318606,Yendi,Northern,Yendi Municipal,Nasa Achirido,42,0,U,1
2789,0.127041526,9.558975,Yendi,Northern,Yendi Municipal,Nayuba,7,1,U,1
2791,0.199,9.3563,Yendi ,Northern,Yendi Municipal,Ngaani ,517,0,U,2
2792,0.083902677,9.547643,Yendi,Northern,Yendi Municipal,Ngonyili,22,1,U,1
2793,0.16864694,9.310752,Gbungbalig,Northern,Yendi Municipal,Ninkpeldo,15,1,U,1
2795,0.084940227,9.437423,Yendi,Northern,Yendi Municipal,Nyambolgni,42,0,U,1
2796,0.102675562,9.568543,Yendi,Northern,Yendi Municipal,Nyangbani,14,1,U,1
2797,-0.109611935,9.630867,Malzeri,Northern,Yendi Municipal,Oseido,57,0,U,1
2798,-0.030004118,9.451048,Malzeri,Northern,Yendi Municipal,Panduli,45,0,U,3
2799,-0.046660181,9.467545,Malzeri,Northern,Yendi Municipal,Pansiya,20,0,U,3
2800,-0.064451551,9.639316,Malzeri,Northern,Yendi Municipal,Pion,48,1,U,3
2801,-0.081449717,9.680715,Malzeri,Northern,Yendi Municipal,Poanjido,60,1,U,2
2802,0.055376749,9.515293,Yendi,Northern,Yendi Municipal,Sagmamba,6,1,U,1
2803,0.040281381,9.500865,Yendi,Northern,Yendi Municipal,Sagnan,5,1,U,3
2804,0.171612262,9.298806,Gbungbalig,Northern,Yendi Municipal,Sakpe,40,0,U,1
2805,-0.02463,9.55152,Malzeri,Northern,Yendi Municipal,Sakpegu,54,1,U,3
2806,-0.031571868,9.747989,Malzeri,Northern,Yendi Municipal,Sandoya,40,0,U,1
2807,0.0503,9.52702,Yendi,Northern,Yendi Municipal,Sankuni,8,1,U,1
2810,-0.014625389,9.594297,Malzeri,Northern,Yendi Municipal,Sunson,85,0,U,3
2812,0.145181871,9.388307,Yendi,Northern,Yendi Municipal,Tagbando,54,0,U,2
2816,0.200558352,9.362819,Yendi,Northern,Yendi Municipal,Tindan,34,0,U,2
2817,0.208600841,9.352176,Yendi,Northern,Yendi Municipal,Tingbajado,33,0,U,2
2818,-0.0253,9.5386,Malzeri,Northern,Yendi Municipal,Tusani,100,1,U,3
2819,-0.074482144,9.613325,Malzeri,Northern,Yendi Municipal,Wabuli No.1,7,1,U,1
2820,-0.074893207,9.598321,Malzeri,Northern,Yendi Municipal,Wabuli No.2,22,0,U,1
2822,-0.032624596,9.355813,Gbungbalig,Northern,Yendi Municipal,Yashiegu,60,0,U,3
2823,0.289004647,8.847971,Nakpali,Northern,Zabzugu,Bagmani,48,0,U,1
2828,0.322775034,9.103219,Nakpali,Northern,Zabzugu,Betido,138,0,U,2
2830,0.325988936,9.102426,Nakpali,Northern,Zabzugu,Binyinkumdor,121,0,U,2
2833,0.28428943,9.11398,Nakpali/Kworoli,Northern,Zabzugu,Dagbabani,84,0,U,1
2835,0.328861989,9.076718,Nakpali,Northern,Zabzugu,Dazulgbini a,57,1,U,2
2836,0.329225844,9.08398,Nakpali,Northern,Zabzugu,Dazulgbini b,21,1,U,2
2837,0.294897021,8.929027,Nakpali/Kworoli,Northern,Zabzugu,Finayili ,31,0,U,1
2839,0.316158864,9.150292,Nakpali,Northern,Zabzugu,Gorlanyili,98,0,U,2
2840,0.26779,9.07979,Nakpali,Northern,Zabzugu,Gortanie a,216,1,U,1
